source_url,subject,subject_type,relation,object,object_type,context
https://en.wikipedia.org/wiki/Princess_Beatrice_of_the_United_Kingdom,Alexander,PERSON,bear in,1886,DATE,"Alexander, called ""Drino"", was born in 1886; Victoria Eugenie, called ""Ena"", in 1887; Leopold in 1889; and Maurice in 1891."
https://en.wikipedia.org/wiki/Princess_Beatrice_of_the_United_Kingdom,Henry,PERSON,part on,6 December 1895,DATE,"Despite misgivings, the Queen consented, and Henry and Beatrice parted on 6 December 1895; they would not meet again."
https://en.wikipedia.org/wiki/Princess_Beatrice_of_the_United_Kingdom,Ena,PERSON,become unpopular in,Spain,GPE,"Ena became unpopular in Spain and grew more so when it was discovered that her son, the heir-apparent to the throne, suffered from haemophilia."
https://en.wikipedia.org/wiki/Princess_Beatrice_of_the_United_Kingdom,Beatrice,ORG,live at,Osborne Cottage,FAC,"Meanwhile, Beatrice lived at Osborne Cottage in East Cowes until she sold it in 1913, when Carisbrooke Castle, home of the Governor of the Isle of Wight, became vacant.[63]"
https://en.wikipedia.org/wiki/Princess_Beatrice_of_the_United_Kingdom,George V,PERSON,change name of royal house from to,Windsor,GPE,"In response to war with Germany, George V changed the name of the royal house from Saxe-Coburg and Gotha to Windsor and at the same time adopted it as the family surname, to downplay their German origins."
https://en.wikipedia.org/wiki/Princess_Beatrice_of_the_United_Kingdom,Alexander,PERSON,become sir,Alexander Mountbatten,PERSON,"Alexander, the eldest, became Sir Alexander Mountbatten and was later given the title Marquess of Carisbrooke in the Peerage of the United Kingdom.[66]"
https://en.wikipedia.org/wiki/Princess_Beatrice_of_the_United_Kingdom,Beatrice,ORG,continue,her seventies,DATE,"Rare public appearances after his death included commemorations, including laying wreaths at the Cenotaph in 1930 and 1935 to mark the 10th and 15th anniversaries of the founding of the League.[68][69] Last years and death [edit]Even in her seventies, Beatrice continued to correspond with her friends and relatives and to make rare public appearances, such as when, pushed in a wheelchair, she viewed the wreaths laid after the death of her nephew George V in 1936.[70]"
https://en.wikipedia.org/wiki/Princess_Beatrice_of_the_United_Kingdom,Beatrice Lays Wreath,WORK_OF_ART,lay image number from,the Hulton Archive,ORG,"The Ypres League webpage Archived 12 February 2012 at the Wayback Machine, Aftermath – when the boys came home, accessed 16 January 2010 - ^ ""To celebrate the tenth anniversary ..."", Reading Eagle, 9 December 1930, p. 10 - ^ ""Beatrice Lays Wreath"", Getty Images, image number 3294671, from the Hulton Archive, accessed 16 January 2010 - ^ Princess Beatrice pushed in a chair (23 January 1936)."
"https://en.wikipedia.org/wiki/Prince_Edward,_Duke_of_Kent_and_Strathearn",Edward,PERSON,live in from,1791 to 1800,DATE,"Edward lived in Lower Canada and Nova Scotia from 1791 to 1800, where he served as commander-in-chief of British forces in the Maritime Provinces of North America."
"https://en.wikipedia.org/wiki/Prince_Edward,_Duke_of_Kent_and_Strathearn",Edward,PERSON,baptise on,30 November,DATE,"Edward was baptised on 30 November; his godparents were the Hereditary Prince of Brunswick-Lüneburg (his paternal uncle by marriage, for whom the Earl of Hertford, Lord Chamberlain, stood proxy), Duke Charles of Mecklenburg-Strelitz (his maternal uncle, for whom the Earl of Huntingdon, Groom of the Stole, stood proxy), the Hereditary Princess of Brunswick-Wolfenbüttel (his paternal aunt, who was represented by a proxy) and the Landgravine of Hesse-Kassel (his paternal grandfather's sister, for whom Elizabeth, Marchioness of Lorne, Lady of the Bedchamber to the Queen, stood proxy)."
"https://en.wikipedia.org/wiki/Prince_Edward,_Duke_of_Kent_and_Strathearn",Edward,PERSON,go to,Lüneburg,GPE,"Instead, Edward went to Lüneburg and later Hanover, accompanied by his German tutor, Lieutenant Colonel George von Wangenheim, Baron Wangenheim.[4] On 30 May 1786, he was appointed a brevet colonel in the British Army.[5]"
"https://en.wikipedia.org/wiki/Prince_Edward,_Duke_of_Kent_and_Strathearn",Edward,PERSON,create,Duke of Kent,ORG,"On 24 April 1799,[10] Edward was created Duke of Kent and Strathearn and Earl of Dublin, and received the thanks of parliament and an income of £12,000 (£1.13 million in 2023).[11]"
"https://en.wikipedia.org/wiki/Prince_Edward,_Duke_of_Kent_and_Strathearn",Anne Gabrielle Alexandrine Moré,PERSON,be mother of,Edward Schenker Scheener,PERSON,Anne Gabrielle Alexandrine Moré was the mother of Edward Schenker Scheener (1789–1853).
"https://en.wikipedia.org/wiki/Prince_Edward,_Duke_of_Kent_and_Strathearn",Edward,PERSON,live in,Quebec,GPE,"Such claims can now be discounted in light of this research.[2] Canadian Confederation [edit]While Edward lived in Quebec (1791–93) he met with Jonathan Sewell, an immigrant American Loyalist who played trumpet in the Prince's regimental band."
"https://en.wikipedia.org/wiki/Prince_Edward,_Duke_of_Kent_and_Strathearn",Edward,PERSON,become grand master of,the Antient Grand Lodge of England,ORG,"Believe me ever to remain, With the most friendly regard, My dear Sewell, Yours faithfully, EDWARD[22] Freemasonry – United Grand Lodge of England [edit]In January 1813, Edward's brother, Prince Augustus Frederick, Duke of Sussex (sixth son of King George III), became Grand Master of the Premier Grand Lodge of England (aka ""The Moderns"") on the resignation of his brother, the Prince Regent; and, in December of that year, Edward became Grand Master of the Antient Grand Lodge of England (aka ""The Ancients"")."
"https://en.wikipedia.org/wiki/Prince_Edward,_Duke_of_Kent_and_Strathearn",Weymouth,ORG,pay his respect to their,Majesties,ORG,"His Royal Highness landed at Plymouth on Sunday evening under a Royal Salute from the Forts, the ships on the Sound, Cawsand Bay and the Hamoaze and set off immediately for Weymouth to pay his respects to their Majesties."
"https://en.wikipedia.org/wiki/Prince_Edward,_Duke_of_Kent_and_Strathearn",Williams,PERSON,make no effort to discredit this possibility which would have mean he be brother journal of,the House of Assembly of Upper Canada 1839,ORG,"Williams himself made no effort to discredit this possibility, which would have meant he was Queen Victoria's half-brother. - ^ Journal of the House of Assembly of Upper Canada 1839, page 103 - ^"
"https://en.wikipedia.org/wiki/Prince_Edward,_Duke_of_Kent_and_Strathearn",The Lodge of Reconciliation,ORG,form on,7 December 1813,DATE,"The Lodge of Reconciliation was thus formed on 7 December 1813, a few weeks before the actual Union ceremonies and the installation of the Grand Master of the new United Grand Lodge of England were to take place."
https://en.wikipedia.org/wiki/Princess_Victoria_of_Saxe-Coburg-Saalfeld,Kents,PERSON,move to,Germany,GPE,"Shortly after their marriage, the Kents moved to Germany, where the cost of living was cheaper."
https://en.wikipedia.org/wiki/Princess_Victoria_of_Saxe-Coburg-Saalfeld,Victoria,GPE,give birth to daughter on,24 May 1819,DATE,"Arriving at Dover on 23 April 1819, they moved into Kensington Palace, where Victoria gave birth to a daughter on 24 May 1819, Princess Alexandrina Victoria of Kent, later Queen Victoria.[4] Widowhood [edit]The Duke of Kent died suddenly of pneumonia in January 1820, six days before his father, King George III.[4]"
https://en.wikipedia.org/wiki/Princess_Victoria_of_Saxe-Coburg-Saalfeld,Parliament,ORG,agree to annuity for duchess her daughter in,August 1831.[10,DATE,Parliament agreed to an annuity for the Duchess and her daughter in August 1831.[10]
https://en.wikipedia.org/wiki/Princess_Victoria_of_Saxe-Coburg-Saalfeld,Victoria,GPE,isolate from other child under so call,Kensington System,WORK_OF_ART,"The Duke of Clarence referred to Conroy as ""King John"",[8] while the Duchess of Clarence wrote to the Duchess of Kent to advise that she was increasingly isolating herself from the royal family and that she must not grant Conroy too much power.[16][17] The Duchess of Kent was extremely protective and raised Victoria largely isolated from other children under the so-called ""Kensington System""."
https://en.wikipedia.org/wiki/Princess_Victoria_of_Saxe-Coburg-Saalfeld,Princess Victoria,LOC,be,18,DATE,"Speaking to those assembled at the banquet, who included the Duchess and Princess Victoria, William expressed his hope that he would survive until Princess Victoria was 18 so that the Duchess of Kent would never be regent."
https://en.wikipedia.org/wiki/Princess_Victoria_of_Saxe-Coburg-Saalfeld,Lehzen,PERSON,despise,Duchess,PERSON,"Firstly, this removed Lehzen's influence, and Lehzen had long despised the Duchess and Conroy, suspecting them of an illicit affair."
https://en.wikipedia.org/wiki/Princess_Victoria_of_Saxe-Coburg-Saalfeld,Victoria,PERSON,portray by in drama edward by in television serial albert50 by in film by in series victoria52 by in limit series,Queen Charlotte.[53,WORK_OF_ART,"[edit]Princess Victoria of Saxe-Coburg-Saalfeld was portrayed by Alison Leggatt in the ATV drama Edward the Seventh, by Penelope Wilton in the 2001 television serial Victoria and Albert,[50] by Miranda Richardson in the 2009 film The Young Victoria,[51] by Catherine Flemming in the 2016 ITV series Victoria[52] and by Florence Dobson in the 2023 limited series Queen Charlotte.[53]"
https://www.biography.com/royalty/queen-victoria,Princess Feodora,LOC,be,6 years old,DATE,"When Princess Feodora was 6 years old, her father died."
https://www.biography.com/royalty/queen-victoria,William IV,PERSON,die in,June 1837,DATE,"When King William IV died in June 1837, Victoria became queen at the age of 18."
https://www.biography.com/royalty/queen-victoria,Victoria,GPE,become queen at,the age of 18,DATE,"When King William IV died in June 1837, Victoria became queen at the age of 18."
https://www.biography.com/royalty/queen-victoria,Great Britain,GPE,fight war with,Afghanistan,GPE,"In 1840, when Great Britain was fighting wars with Afghanistan and China and facing a working-class movement, Melbourne helped the queen work with an uncooperative Conservative government and suggested she let her husband, Albert, take the reigns of state responsibilities."
https://www.biography.com/royalty/queen-victoria,Children Victoria,LOC,have child together princess victoria adelaide,Mary Louise,PERSON,"Queen Victoria's Children Victoria and Albert had nine children together: - Princess Victoria Adelaide Mary Louise (1840-1901), who married the future emperor of Germany Friedrich Wilhelm of Prussia in 1858."
https://www.biography.com/royalty/queen-victoria,Brown,PERSON,die suddenly in,March 1883,DATE,"When Brown died suddenly in March 1883, Victoria told his sister-in-law that he was the “best, the truest heart that ever beat.”"
https://www.biography.com/royalty/queen-victoria,Javed Mahmood,PERSON,tell in,2010,DATE,Abdul’s great-grandson Javed Mahmood told The Telegraph in 2010 that they shared “a mother and son relationship.
https://www.biography.com/royalty/queen-victoria,Princess Feodora,LOC,be,6 years old,DATE,"When Princess Feodora was 6 years old, her father died."
https://www.biography.com/royalty/queen-victoria,William IV,PERSON,die in,June 1837,DATE,"When King William IV died in June 1837, Victoria became queen at the age of 18."
https://www.biography.com/royalty/queen-victoria,Victoria,GPE,become queen at,the age of 18,DATE,"When King William IV died in June 1837, Victoria became queen at the age of 18."
https://www.biography.com/royalty/queen-victoria,Great Britain,GPE,fight war with,Afghanistan,GPE,"In 1840, when Great Britain was fighting wars with Afghanistan and China and facing a working-class movement, Melbourne helped the queen work with an uncooperative Conservative government and suggested she let her husband, Albert, take the reigns of state responsibilities."
https://www.biography.com/royalty/queen-victoria,Children Victoria,LOC,have child together princess victoria adelaide,Mary Louise,PERSON,"Queen Victoria's Children Victoria and Albert had nine children together: - Princess Victoria Adelaide Mary Louise (1840-1901), who married the future emperor of Germany Friedrich Wilhelm of Prussia in 1858."
https://www.biography.com/royalty/queen-victoria,Brown,PERSON,die suddenly in,March 1883,DATE,"When Brown died suddenly in March 1883, Victoria told his sister-in-law that he was the “best, the truest heart that ever beat.”"
https://www.biography.com/royalty/queen-victoria,Javed Mahmood,PERSON,tell in,2010,DATE,Abdul’s great-grandson Javed Mahmood told The Telegraph in 2010 that they shared “a mother and son relationship.
https://www.historic-uk.com/HistoryUK/KingsQueensofBritain/Queen-Victoria/,Karim,PERSON,become fluent in both,Urdu,GPE,His father’s job offered him some perks and as a result he was able to hire a tutor for his young son which allowed Karim to become fluent in both Urdu and Persian.
https://www.historic-uk.com/HistoryUK/KingsQueensofBritain/Queen-Victoria/,Karim,PERSON,surpass,Mr Brown,PERSON,"In many ways, Karim had greatly surpassed Mr Brown and his former influence on her life as the power he wielded was unheard of; not only was he afforded such great luxuries and privileges but his opinion now interfered in political matters and issues of governance."
https://www.historic-uk.com/HistoryUK/KingsQueensofBritain/Queen-Victoria/,Queen Victoria,PERSON,pass,1901,DATE,"Nevertheless, the protection she gave Karim could not last forever and so it came, when in 1901, Queen Victoria passed away, Karim’s life of abundance was quickly snatched away from him."
https://www.ducksters.com/biography/women_leaders/queen_victoria.php,London Died,PERSON,die at,"June 20, 1837 to January 22, 1901",DATE,"Queen of the United Kingdom Born: May 24, 1819 at Kensington Palace, London Died: January 22, 1901 at Osborne House, Isle of Wight Reign: June 20, 1837 to January 22, 1901 Nicknames: The Grandmother of Europe, Mrs. Brown Best known for: Ruling the United Kingdom for 63 years Biography: Born a Princess Princess Victoria Alexandria was born on May 24, 1819 at Kensington Palace in London."
https://www.ducksters.com/biography/women_leaders/queen_victoria.php,Victoria Alexandria,PERSON,bear on at,Kensington Palace,FAC,"Queen of the United Kingdom Born: May 24, 1819 at Kensington Palace, London Died: January 22, 1901 at Osborne House, Isle of Wight Reign: June 20, 1837 to January 22, 1901 Nicknames: The Grandmother of Europe, Mrs. Brown Best known for: Ruling the United Kingdom for 63 years Biography: Born a Princess Princess Victoria Alexandria was born on May 24, 1819 at Kensington Palace in London."
https://www.ducksters.com/biography/women_leaders/queen_victoria.php,Edward,PERSON,be of,Germany,GPE,"Her father was Edward, the Duke of Kent and her mother was Princess Victoria of Germany."
https://www.ducksters.com/biography/women_leaders/queen_victoria.php,William IV,PERSON,die in,1837,DATE,"Becoming Queen When King William IV died in 1837, Victoria became Queen of the United Kingdom at the age of eighteen."
https://www.ducksters.com/biography/women_leaders/queen_victoria.php,Victoria,GPE,become queen of at,the age of eighteen,DATE,"Becoming Queen When King William IV died in 1837, Victoria became Queen of the United Kingdom at the age of eighteen."
https://kids.britannica.com/students/article/Queen-Victoria/277598,Vietnam,GPE,occupy easternmost part of mainland,Southeast Asia,LOC,"Introduction One of the world’s most populous countries, Vietnam occupies the easternmost part of mainland Southeast Asia."
https://kids.britannica.com/students/article/Queen-Victoria/277598,Vietnam,GPE,be later independent for,centuries,DATE,"Vietnam was later independent for centuries, but in modern times France controlled it, along with Cambodia and Laos, as French Indochina."
https://kids.britannica.com/students/article/Queen-Victoria/277598,France,GPE,control it along with as,Indochina,GPE,"Vietnam was later independent for centuries, but in modern times France controlled it, along with Cambodia and Laos, as French Indochina."
https://kids.britannica.com/students/article/Queen-Victoria/277598,Cham,ORG,have cultural affinity with,India,GPE,"The different cultures of Vietnam’s numerous minority ethnic groups, on the other hand, generally show little Chinese influence, though the Cham and the Khmer (Cambodians) have cultural affinities with India, and many groups have adopted some Western traits."
https://kids.britannica.com/students/article/Queen-Victoria/277598,Roman Catholicism,ORG,introduce into in,the 16th century,DATE,Roman Catholicism was introduced into Vietnam in the 16th century and flourished especially under the French.
https://kids.britannica.com/students/article/Queen-Victoria/277598,Vietnam,GPE,partition in,1954,DATE,"After Vietnam was partitioned in 1954, numerous refugees migrated from the north to the south and subsequently into urban areas."
https://kids.britannica.com/students/article/Queen-Victoria/277598,the United States,GPE,impose trade embargo on until,1994,DATE,"After the Vietnam War, the United States imposed a trade embargo on Vietnam until 1994."
https://kids.britannica.com/students/article/Queen-Victoria/277598,Vietnam,GPE,grant membership in in,2007,DATE,Vietnam was granted membership in the World Trade Organization (WTO) in 2007.
https://kids.britannica.com/students/article/Queen-Victoria/277598,France,GPE,invade in,1858,DATE,France invaded Vietnam in 1858.
https://kids.britannica.com/students/article/Queen-Victoria/277598,French,NORP,yield to,Japan,GPE,During World War II the French yielded Indochina to Japan.
https://kids.britannica.com/students/article/Queen-Victoria/277598,French,NORP,lose crucial battle at,Dien Bien Phu,ORG,"After the French lost a crucial battle at Dien Bien Phu, a cease-fire agreement was signed in 1954."
https://kids.britannica.com/students/article/Queen-Victoria/277598,the United States,GPE,begin,1965,DATE,In 1965 the United States began bombing the north and sent ground troops to fight in the south.
https://kids.britannica.com/students/article/Queen-Victoria/277598,the United States,GPE,withdraw last of its force in,March of that year,DATE,"A peace treaty was signed by all parties fighting in the war in January 1973, and the United States withdrew the last of its forces in March of that year."
https://kids.britannica.com/students/article/Queen-Victoria/277598,Vietnam,GPE,admit to in,1977,DATE,Vietnam was admitted to the United Nations in 1977.
https://kids.britannica.com/students/article/Queen-Victoria/277598,Vietnam,GPE,occupy country in,1978,DATE,"Cambodian resistance to Vietnamese demands led to full-scale warfare along the border, however, and Vietnam occupied the country in 1978."
https://kids.britannica.com/students/article/Queen-Victoria/277598,Vietnam,GPE,restore relation with,Europe,LOC,"After the country withdrew its troops from Cambodia in 1989 and a peace settlement was achieved in 1991, Vietnam restored relations with Europe, China, Japan, and the countries of the Association of Southeast Asian Nations (ASEAN)."
https://kids.britannica.com/students/article/Queen-Victoria/277598,Vietnam,GPE,join,ASEAN,ORG,"That same month, Vietnam joined ASEAN."
https://www.natgeokids.com/uk/discover/history/monarchy/queen-victoria/,Victoria,GPE,be,18,DATE,"In 1858, when Victoria was 18, she married Prince Frederick William of Prussia* and went to live with him in Germany."
https://www.natgeokids.com/uk/discover/history/monarchy/queen-victoria/,Vicky,PERSON,become of,Germany,GPE,"When her husband took the throne in 1888, Vicky became Empress of Germany and Queen of Prussia – but sadly, Frederick died just a few month’s into his reign."
https://www.natgeokids.com/uk/discover/history/monarchy/queen-victoria/,Vicky,PERSON,be,60 years old,DATE,"Her own death came a-calling 5 August 1901, when Vicky was 60 years old."
https://www.natgeokids.com/uk/discover/history/monarchy/queen-victoria/,Albert Edward,PERSON,marry of,Denmark,GPE,"In 1863, Prince Albert Edward married Princess Alexandra of Denmark, and together they had six children."
https://www.natgeokids.com/uk/discover/history/monarchy/queen-victoria/,Queen Victoria,PERSON,die in,January 1901,DATE,"When Queen Victoria died in January 1901, Bertie became King Edward VII."
https://www.natgeokids.com/uk/discover/history/monarchy/queen-victoria/,Alice,PERSON,marry of,Hesse,GPE,"In July 1862, Princess Alice married the German Prince Louis of Hesse, and moved to the city of Darmstadt in Germany to live with him."
https://www.natgeokids.com/uk/discover/history/monarchy/queen-victoria/,Alfred,ORG,join,the Royal Navy,ORG,"At just fourteen, Alfred joined the Royal Navy – and he proved to have a great set of sea legs!"
https://www.natgeokids.com/uk/discover/history/monarchy/queen-victoria/,Alfred,ORG,marry of,Russia,GPE,"In January 1874, Alfred married Grand Duchess Maria Alexandrovna of Russia."
https://www.natgeokids.com/uk/discover/history/monarchy/queen-victoria/,Princess Helena,GPE,marry prince christian of schleswig holstein in,Windsor Castle,GPE,"In July 1866, Princess Helena married the German Prince Christian of Schleswig-Holstein, in Windsor Castle."
https://www.natgeokids.com/uk/discover/history/monarchy/queen-victoria/,Helena,ORG,die on in,Schomberg House,GPE,"Helena herself died six years later, on 9 June 1923, in Schomberg House, London."
https://www.natgeokids.com/uk/discover/history/monarchy/queen-victoria/,Louise,PERSON,come,18 March 1848,DATE,"Then, on 18 March 1848 , came little Louise – officially Princess Louise, Duchess of Argyll."
https://www.natgeokids.com/uk/discover/history/monarchy/queen-victoria/,Louise,PERSON,marry,John Campbell,PERSON,"In March 1871, Louise married John Campbell, Marquess of Lorne."
https://www.natgeokids.com/uk/discover/history/monarchy/queen-victoria/,John,PERSON,make,1878,DATE,"In 1878 John was made Governeror General of Canada, and the royal couple moved to Ottawa, Canada."
https://www.natgeokids.com/uk/discover/history/monarchy/queen-victoria/,Arthur,PERSON,marry of,Prussia,GPE,"In 1879 Arthur (now officially Prince Albert, Duke of Connaught) married Princess Louise Margaret of Prussia."
https://www.natgeokids.com/uk/discover/history/monarchy/queen-victoria/,Arthur,PERSON,appoint,1911,DATE,"In 1911, Arthur was appointed the first Governor General Canada and went to live in Ottowa for several years, together with his wife and daughter Patricia."
https://www.natgeokids.com/uk/discover/history/monarchy/queen-victoria/,the First World War,EVENT,break out in,1914,DATE,"When the First World War broke out in 1914, both both Arthur and Louise became active in services and charities caring for injured soldiers."
https://www.natgeokids.com/uk/discover/history/monarchy/queen-victoria/,Prince Leopold,PERSON,be,Leopold,PERSON,"Prince Leopold, Duke of Albany Queen Victoria’s youngest son was Leopold, born 7 April 1853."
https://www.natgeokids.com/uk/discover/history/monarchy/queen-victoria/,Leopold,PERSON,attend,Oxford University,ORG,"Despite fears for his health, Queen Victoria allowed Leopold to attend Oxford University, where he studied various subjects, including art and literature."
https://www.natgeokids.com/uk/discover/history/monarchy/queen-victoria/,Beatrice,ORG,come little on,14 April 1857,DATE,"And finally came little Beatrice, on 14 April 1857."
https://www.natgeokids.com/uk/discover/history/monarchy/queen-victoria/,Henry,PERSON,die in,1896,DATE,"Sadly, Henry died in 1896 whilst fighting in the Ashanti War*, leaving Beatrice devastated."
https://www.natgeokids.com/uk/discover/history/monarchy/queen-victoria/,Queen Victoria,PERSON,die in,January 1901,DATE,"When Queen Victoria died in January 1901, a heartbroken Beatrice took on the role of preparing her journal entries so they could be published for the public to see – a job that took 30 years to complete!"
https://www.natgeokids.com/uk/discover/history/monarchy/queen-victoria/,Prussia,GPE,be former state in northern,Europe,LOC,"*Prussia was a former state in northern Europe, covering parts of present-day Germany and Poland."
https://www.natgeokids.com/uk/discover/history/monarchy/queen-victoria/,Saxe-Coburg,PERSON,be small state in,Germany,GPE,*Saxe-Coburg and Gotha was a small state in Germany that existed from 1826 to 1918.
